raceId,year,circuitId,driverId,Results_position,DidWin,Results_desc,Qualifying_position,surname,name,status
18,2008,1,1,1,Yes,First,1,Hamilton,Albert Park Grand Prix Circuit,Finished
18,2008,1,9,,No,,2,Kubica,Albert Park Grand Prix Circuit,Collision
18,2008,1,5,5,No,,3,Kovalainen,Albert Park Grand Prix Circuit,Finished
18,2008,1,13,,No,,4,Massa,Albert Park Grand Prix Circuit,Engine
18,2008,1,2,2,No,Second,5,Heidfeld,Albert Park Grand Prix Circuit,Finished
18,2008,1,15,,No,,6,Trulli,Albert Park Grand Prix Circuit,Electrical
18,2008,1,3,3,No,Third,7,Rosberg,Albert Park Grand Prix Circuit,Finished
18,2008,1,14,,No,,8,Coulthard,Albert Park Grand Prix Circuit,Collision
18,2008,1,10,,No,,9,Glock,Albert Park Grand Prix Circuit,Accident
18,2008,1,20,,No,,10,Vettel,Albert Park Grand Prix Circuit,Collision
18,2008,1,22,,No,,11,Barrichello,Albert Park Grand Prix Circuit,Disqualified
18,2008,1,4,4,No,,12,Alonso,Albert Park Grand Prix Circuit,Finished
18,2008,1,18,,No,,13,Button,Albert Park Grand Prix Circuit,Collision
18,2008,1,6,6,No,,14,Nakajima,Albert Park Grand Prix Circuit,+1 Lap
18,2008,1,17,,No,,15,Webber,Albert Park Grand Prix Circuit,Collision
18,2008,1,8,8,No,,16,RÃ_ikkÃ¶nen,Albert Park Grand Prix Circuit,Engine
18,2008,1,21,,No,,17,Fisichella,Albert Park Grand Prix Circuit,Collision
18,2008,1,7,7,No,,18,Bourdais,Albert Park Grand Prix Circuit,Engine
18,2008,1,16,,No,,19,Sutil,Albert Park Grand Prix Circuit,Hydraulics
18,2008,1,11,,No,,20,Sato,Albert Park Grand Prix Circuit,Transmission
18,2008,1,12,,No,,21,Piquet Jr.,Albert Park Grand Prix Circuit,Clutch
18,2008,1,19,,No,,22,Davidson,Albert Park Grand Prix Circuit,Collision
19,2008,2,13,,No,,1,Massa,Sepang International Circuit,Spun off
19,2008,2,8,1,Yes,First,2,RÃ_ikkÃ¶nen,Sepang International Circuit,Finished
19,2008,2,5,3,No,Third,3,Kovalainen,Sepang International Circuit,Finished
19,2008,2,1,5,No,,4,Hamilton,Sepang International Circuit,Finished
19,2008,2,15,4,No,,5,Trulli,Sepang International Circuit,Finished
19,2008,2,9,2,No,Second,6,Kubica,Sepang International Circuit,Finished
19,2008,2,2,6,No,,7,Heidfeld,Sepang International Circuit,Finished
19,2008,2,17,7,No,,8,Webber,Sepang International Circuit,Finished
19,2008,2,4,8,No,,9,Alonso,Sepang International Circuit,Finished
19,2008,2,10,,No,,10,Glock,Sepang International Circuit,Collision
19,2008,2,18,10,No,,11,Button,Sepang International Circuit,Finished
19,2008,2,14,9,No,,12,Coulthard,Sepang International Circuit,Finished
19,2008,2,12,11,No,,13,Piquet Jr.,Sepang International Circuit,Finished
19,2008,2,22,13,No,,14,Barrichello,Sepang International Circuit,+1 Lap
19,2008,2,20,,No,,15,Vettel,Sepang International Circuit,Engine
19,2008,2,3,14,No,,16,Rosberg,Sepang International Circuit,+1 Lap
19,2008,2,21,12,No,,17,Fisichella,Sepang International Circuit,+1 Lap
19,2008,2,6,17,No,,18,Nakajima,Sepang International Circuit,+2 Laps
19,2008,2,7,,No,,19,Bourdais,Sepang International Circuit,Spun off
19,2008,2,11,16,No,,20,Sato,Sepang International Circuit,+2 Laps
19,2008,2,16,,No,,21,Sutil,Sepang International Circuit,Hydraulics
19,2008,2,19,15,No,,22,Davidson,Sepang International Circuit,+1 Lap
20,2008,3,9,3,No,Third,1,Kubica,Bahrain International Circuit,Finished
20,2008,3,13,1,Yes,First,2,Massa,Bahrain International Circuit,Finished
20,2008,3,1,13,No,,3,Hamilton,Bahrain International Circuit,+1 Lap
20,2008,3,8,2,No,Second,4,RÃ_ikkÃ¶nen,Bahrain International Circuit,Finished
20,2008,3,5,5,No,,5,Kovalainen,Bahrain International Circuit,Finished
20,2008,3,2,4,No,,6,Heidfeld,Bahrain International Circuit,Finished
20,2008,3,15,6,No,,7,Trulli,Bahrain International Circuit,Finished
20,2008,3,3,8,No,,8,Rosberg,Bahrain International Circuit,Finished
20,2008,3,18,,No,,9,Button,Bahrain International Circuit,Collision
20,2008,3,4,10,No,,10,Alonso,Bahrain International Circuit,Finished
20,2008,3,17,7,No,,11,Webber,Bahrain International Circuit,Finished
20,2008,3,22,11,No,,12,Barrichello,Bahrain International Circuit,Finished
20,2008,3,10,9,No,,13,Glock,Bahrain International Circuit,Finished
20,2008,3,12,,No,,14,Piquet Jr.,Bahrain International Circuit,Gearbox
20,2008,3,7,15,No,,15,Bourdais,Bahrain International Circuit,+1 Lap
20,2008,3,6,14,No,,16,Nakajima,Bahrain International Circuit,+1 Lap
20,2008,3,14,18,No,,17,Coulthard,Bahrain International Circuit,+1 Lap
20,2008,3,21,12,No,,18,Fisichella,Bahrain International Circuit,+1 Lap
20,2008,3,20,,No,,19,Vettel,Bahrain International Circuit,Engine
20,2008,3,16,19,No,,20,Sutil,Bahrain International Circuit,+2 Laps
20,2008,3,19,16,No,,21,Davidson,Bahrain International Circuit,+1 Lap
20,2008,3,11,17,No,,22,Sato,Bahrain International Circuit,+1 Lap
21,2008,4,8,1,Yes,First,1,RÃ_ikkÃ¶nen,Circuit de Barcelona-Catalunya,Finished
21,2008,4,4,,No,,2,Alonso,Circuit de Barcelona-Catalunya,Engine
21,2008,4,13,2,No,Second,3,Massa,Circuit de Barcelona-Catalunya,Finished
21,2008,4,9,4,No,,4,Kubica,Circuit de Barcelona-Catalunya,Finished
21,2008,4,1,3,No,Third,5,Hamilton,Circuit de Barcelona-Catalunya,Finished
21,2008,4,5,,No,,6,Kovalainen,Circuit de Barcelona-Catalunya,Accident
21,2008,4,17,5,No,,7,Webber,Circuit de Barcelona-Catalunya,Finished
21,2008,4,15,8,No,,8,Trulli,Circuit de Barcelona-Catalunya,Finished
21,2008,4,2,9,No,,9,Heidfeld,Circuit de Barcelona-Catalunya,Finished
21,2008,4,12,,No,,10,Piquet Jr.,Circuit de Barcelona-Catalunya,Collision
21,2008,4,22,,No,,11,Barrichello,Circuit de Barcelona-Catalunya,Collision
21,2008,4,6,7,No,,12,Nakajima,Circuit de Barcelona-Catalunya,Finished
21,2008,4,18,6,No,,13,Button,Circuit de Barcelona-Catalunya,Finished
21,2008,4,10,11,No,,14,Glock,Circuit de Barcelona-Catalunya,+1 Lap
21,2008,4,3,,No,,15,Rosberg,Circuit de Barcelona-Catalunya,Engine
21,2008,4,7,,No,,16,Bourdais,Circuit de Barcelona-Catalunya,Collision
21,2008,4,14,12,No,,17,Coulthard,Circuit de Barcelona-Catalunya,+1 Lap
21,2008,4,20,,No,,18,Vettel,Circuit de Barcelona-Catalunya,Collision
21,2008,4,21,10,No,,19,Fisichella,Circuit de Barcelona-Catalunya,+1 Lap
21,2008,4,16,,No,,20,Sutil,Circuit de Barcelona-Catalunya,Collision
21,2008,4,19,,No,,21,Davidson,Circuit de Barcelona-Catalunya,Radiator
21,2008,4,11,13,No,,22,Sato,Circuit de Barcelona-Catalunya,+1 Lap
22,2008,5,13,1,Yes,First,1,Massa,Istanbul Park,Finished
22,2008,5,5,12,No,,2,Kovalainen,Istanbul Park,+1 Lap
22,2008,5,1,2,No,Second,3,Hamilton,Istanbul Park,Finished
22,2008,5,8,3,No,Third,4,RÃ_ikkÃ¶nen,Istanbul Park,Finished
22,2008,5,9,4,No,,5,Kubica,Istanbul Park,Finished
22,2008,5,17,7,No,,6,Webber,Istanbul Park,Finished
22,2008,5,4,6,No,,7,Alonso,Istanbul Park,Finished
22,2008,5,15,10,No,,8,Trulli,Istanbul Park,Finished
22,2008,5,2,5,No,,9,Heidfeld,Istanbul Park,Finished
22,2008,5,14,9,No,,10,Coulthard,Istanbul Park,Finished
22,2008,5,3,8,No,,11,Rosberg,Istanbul Park,Finished
22,2008,5,22,14,No,,12,Barrichello,Istanbul Park,+1 Lap
22,2008,5,18,11,No,,13,Button,Istanbul Park,+1 Lap
22,2008,5,20,17,No,,14,Vettel,Istanbul Park,+1 Lap
22,2008,5,10,13,No,,15,Glock,Istanbul Park,+1 Lap
22,2008,5,6,,No,,16,Nakajima,Istanbul Park,Collision
22,2008,5,12,15,No,,17,Piquet Jr.,Istanbul Park,+1 Lap
22,2008,5,7,,No,,18,Bourdais,Istanbul Park,Suspension
22,2008,5,21,,No,,19,Fisichella,Istanbul Park,Collision
22,2008,5,16,16,No,,20,Sutil,Istanbul Park,+1 Lap
23,2008,6,13,3,No,Third,1,Massa,Circuit de Monaco,Finished
23,2008,6,8,9,No,,2,RÃ_ikkÃ¶nen,Circuit de Monaco,Finished
23,2008,6,1,1,Yes,First,3,Hamilton,Circuit de Monaco,Finished
23,2008,6,5,8,No,,4,Kovalainen,Circuit de Monaco,Finished
23,2008,6,9,2,No,Second,5,Kubica,Circuit de Monaco,Finished
23,2008,6,3,,No,,6,Rosberg,Circuit de Monaco,Accident
23,2008,6,4,10,No,,7,Alonso,Circuit de Monaco,+1 Lap
23,2008,6,15,13,No,,8,Trulli,Circuit de Monaco,+1 Lap
23,2008,6,17,4,No,,9,Webber,Circuit de Monaco,Finished
23,2008,6,14,,No,,10,Coulthard,Circuit de Monaco,Accident
23,2008,6,10,12,No,,11,Glock,Circuit de Monaco,+1 Lap
23,2008,6,18,11,No,,12,Button,Circuit de Monaco,+1 Lap
23,2008,6,2,14,No,,13,Heidfeld,Circuit de Monaco,+4 Laps
23,2008,6,6,7,No,,14,Nakajima,Circuit de Monaco,Finished
23,2008,6,22,6,No,,15,Barrichello,Circuit de Monaco,Finished
23,2008,6,7,,No,,16,Bourdais,Circuit de Monaco,Collision
23,2008,6,12,,No,,17,Piquet Jr.,Circuit de Monaco,Accident
23,2008,6,20,5,No,,18,Vettel,Circuit de Monaco,Finished
23,2008,6,16,,No,,19,Sutil,Circuit de Monaco,Collision
23,2008,6,21,,No,,20,Fisichella,Circuit de Monaco,Gearbox
24,2008,7,1,,No,,1,Hamilton,Circuit Gilles Villeneuve,Collision
24,2008,7,9,1,Yes,First,2,Kubica,Circuit Gilles Villeneuve,Finished
24,2008,7,8,,No,,3,RÃ_ikkÃ¶nen,Circuit Gilles Villeneuve,Collision
24,2008,7,4,,No,,4,Alonso,Circuit Gilles Villeneuve,Spun off
24,2008,7,3,10,No,,5,Rosberg,Circuit Gilles Villeneuve,Finished
24,2008,7,13,5,No,,6,Massa,Circuit Gilles Villeneuve,Finished
24,2008,7,5,9,No,,7,Kovalainen,Circuit Gilles Villeneuve,Finished
24,2008,7,2,2,No,Second,8,Heidfeld,Circuit Gilles Villeneuve,Finished
24,2008,7,22,7,No,,9,Barrichello,Circuit Gilles Villeneuve,Finished
24,2008,7,17,12,No,,10,Webber,Circuit Gilles Villeneuve,Finished
24,2008,7,10,4,No,,11,Glock,Circuit Gilles Villeneuve,Finished
24,2008,7,6,,No,,12,Nakajima,Circuit Gilles Villeneuve,Accident
24,2008,7,14,3,No,Third,13,Coulthard,Circuit Gilles Villeneuve,Finished
24,2008,7,15,6,No,,14,Trulli,Circuit Gilles Villeneuve,Finished
24,2008,7,12,,No,,15,Piquet Jr.,Circuit Gilles Villeneuve,Brakes
24,2008,7,7,13,No,,16,Bourdais,Circuit Gilles Villeneuve,+1 Lap
24,2008,7,16,,No,,17,Sutil,Circuit Gilles Villeneuve,Gearbox
24,2008,7,21,,No,,18,Fisichella,Circuit Gilles Villeneuve,Spun off
24,2008,7,18,11,No,,19,Button,Circuit Gilles Villeneuve,Finished
24,2008,7,20,8,No,,20,Vettel,Circuit Gilles Villeneuve,Finished
25,2008,8,8,2,No,Second,1,RÃ_ikkÃ¶nen,Circuit de Nevers Magny-Cours,Finished
25,2008,8,13,1,Yes,First,2,Massa,Circuit de Nevers Magny-Cours,Finished
25,2008,8,1,10,No,,3,Hamilton,Circuit de Nevers Magny-Cours,Finished
25,2008,8,4,8,No,,4,Alonso,Circuit de Nevers Magny-Cours,Finished
25,2008,8,15,3,No,Third,5,Trulli,Circuit de Nevers Magny-Cours,Finished
25,2008,8,5,4,No,,6,Kovalainen,Circuit de Nevers Magny-Cours,Finished
25,2008,8,9,5,No,,7,Kubica,Circuit de Nevers Magny-Cours,Finished
25,2008,8,17,6,No,,8,Webber,Circuit de Nevers Magny-Cours,Finished
25,2008,8,14,9,No,,9,Coulthard,Circuit de Nevers Magny-Cours,Finished
25,2008,8,10,11,No,,10,Glock,Circuit de Nevers Magny-Cours,Finished
25,2008,8,12,7,No,,11,Piquet Jr.,Circuit de Nevers Magny-Cours,Finished
25,2008,8,2,13,No,,12,Heidfeld,Circuit de Nevers Magny-Cours,Finished
25,2008,8,20,12,No,,13,Vettel,Circuit de Nevers Magny-Cours,Finished
25,2008,8,7,17,No,,14,Bourdais,Circuit de Nevers Magny-Cours,+1 Lap
25,2008,8,3,16,No,,15,Rosberg,Circuit de Nevers Magny-Cours,+1 Lap
25,2008,8,6,15,No,,16,Nakajima,Circuit de Nevers Magny-Cours,+1 Lap
25,2008,8,18,,No,,17,Button,Circuit de Nevers Magny-Cours,Collision
25,2008,8,22,14,No,,18,Barrichello,Circuit de Nevers Magny-Cours,+1 Lap
25,2008,8,21,18,No,,19,Fisichella,Circuit de Nevers Magny-Cours,+1 Lap
25,2008,8,16,19,No,,20,Sutil,Circuit de Nevers Magny-Cours,+1 Lap
26,2008,9,5,5,No,,1,Kovalainen,Silverstone Circuit,+1 Lap
26,2008,9,17,10,No,,2,Webber,Silverstone Circuit,+1 Lap
26,2008,9,8,4,No,,3,RÃ_ikkÃ¶nen,Silverstone Circuit,+1 Lap
26,2008,9,1,1,Yes,First,4,Hamilton,Silverstone Circuit,Finished
26,2008,9,2,2,No,Second,5,Heidfeld,Silverstone Circuit,Finished
26,2008,9,4,6,No,,6,Alonso,Silverstone Circuit,+1 Lap
26,2008,9,12,,No,,7,Piquet Jr.,Silverstone Circuit,Spun off
26,2008,9,20,,No,,8,Vettel,Silverstone Circuit,Collision
26,2008,9,13,13,No,,9,Massa,Silverstone Circuit,+2 Laps
26,2008,9,9,,No,,10,Kubica,Silverstone Circuit,Spun off
26,2008,9,14,,No,,11,Coulthard,Silverstone Circuit,Collision
26,2008,9,10,12,No,,12,Glock,Silverstone Circuit,+1 Lap
26,2008,9,7,11,No,,13,Bourdais,Silverstone Circuit,+1 Lap
26,2008,9,15,7,No,,14,Trulli,Silverstone Circuit,+1 Lap
26,2008,9,6,8,No,,15,Nakajima,Silverstone Circuit,+1 Lap
26,2008,9,22,3,No,Third,16,Barrichello,Silverstone Circuit,Finished
26,2008,9,18,,No,,17,Button,Silverstone Circuit,Spun off
26,2008,9,3,9,No,,18,Rosberg,Silverstone Circuit,+1 Lap
26,2008,9,16,,No,,19,Sutil,Silverstone Circuit,Spun off
26,2008,9,21,,No,,20,Fisichella,Silverstone Circuit,Spun off
27,2008,10,1,1,Yes,First,1,Hamilton,Hockenheimring,Finished
27,2008,10,13,3,No,Third,2,Massa,Hockenheimring,Finished
27,2008,10,5,5,No,,3,Kovalainen,Hockenheimring,Finished
27,2008,10,15,9,No,,4,Trulli,Hockenheimring,Finished
27,2008,10,4,11,No,,5,Alonso,Hockenheimring,Finished
27,2008,10,8,6,No,,6,RÃ_ikkÃ¶nen,Hockenheimring,Finished
27,2008,10,9,7,No,,7,Kubica,Hockenheimring,Finished
27,2008,10,17,,No,,8,Webber,Hockenheimring,Engine
27,2008,10,20,8,No,,9,Vettel,Hockenheimring,Finished
27,2008,10,14,13,No,,10,Coulthard,Hockenheimring,Finished
27,2008,10,10,,No,,11,Glock,Hockenheimring,Suspension
27,2008,10,2,4,No,,12,Heidfeld,Hockenheimring,Finished
27,2008,10,3,10,No,,13,Rosberg,Hockenheimring,Finished
27,2008,10,18,17,No,,14,Button,Hockenheimring,+1 Lap
27,2008,10,7,12,No,,15,Bourdais,Hockenheimring,Finished
27,2008,10,6,14,No,,16,Nakajima,Hockenheimring,Finished
27,2008,10,12,2,No,Second,17,Piquet Jr.,Hockenheimring,Finished
27,2008,10,22,,No,,18,Barrichello,Hockenheimring,Collision
27,2008,10,16,15,No,,19,Sutil,Hockenheimring,Finished
27,2008,10,21,16,No,,20,Fisichella,Hockenheimring,Finished
28,2008,11,1,5,No,,1,Hamilton,Hungaroring,Finished
28,2008,11,5,1,Yes,First,2,Kovalainen,Hungaroring,Finished
28,2008,11,13,17,No,,3,Massa,Hungaroring,Engine
28,2008,11,9,8,No,,4,Kubica,Hungaroring,Finished
28,2008,11,10,2,No,Second,5,Glock,Hungaroring,Finished
28,2008,11,8,3,No,Third,6,RÃ_ikkÃ¶nen,Hungaroring,Finished
28,2008,11,4,4,No,,7,Alonso,Hungaroring,Finished
28,2008,11,17,9,No,,8,Webber,Hungaroring,Finished
28,2008,11,15,7,No,,9,Trulli,Hungaroring,Finished
28,2008,11,12,6,No,,10,Piquet Jr.,Hungaroring,Finished
28,2008,11,20,,No,,11,Vettel,Hungaroring,Overheating
28,2008,11,18,12,No,,12,Button,Hungaroring,+1 Lap
28,2008,11,14,11,No,,13,Coulthard,Hungaroring,Finished
28,2008,11,7,18,No,,14,Bourdais,Hungaroring,+3 Laps
28,2008,11,3,14,No,,15,Rosberg,Hungaroring,+1 Lap
28,2008,11,2,10,No,,16,Heidfeld,Hungaroring,Finished
28,2008,11,6,13,No,,17,Nakajima,Hungaroring,+1 Lap
28,2008,11,22,16,No,,18,Barrichello,Hungaroring,+2 Laps
28,2008,11,21,15,No,,19,Fisichella,Hungaroring,+1 Lap
28,2008,11,16,,No,,20,Sutil,Hungaroring,Brakes
29,2008,12,13,1,Yes,First,1,Massa,Valencia Street Circuit,Finished
29,2008,12,1,2,No,Second,2,Hamilton,Valencia Street Circuit,Finished
29,2008,12,9,3,No,Third,3,Kubica,Valencia Street Circuit,Finished
29,2008,12,8,,No,,4,RÃ_ikkÃ¶nen,Valencia Street Circuit,Engine
29,2008,12,5,4,No,,5,Kovalainen,Valencia Street Circuit,Finished
29,2008,12,20,6,No,,6,Vettel,Valencia Street Circuit,Finished
29,2008,12,15,5,No,,7,Trulli,Valencia Street Circuit,Finished
29,2008,12,2,9,No,,8,Heidfeld,Valencia Street Circuit,Finished
29,2008,12,3,8,No,,9,Rosberg,Valencia Street Circuit,Finished
29,2008,12,7,10,No,,10,Bourdais,Valencia Street Circuit,Finished
29,2008,12,6,15,No,,11,Nakajima,Valencia Street Circuit,+1 Lap
29,2008,12,4,,No,,12,Alonso,Valencia Street Circuit,Collision
29,2008,12,10,7,No,,13,Glock,Valencia Street Circuit,Finished
29,2008,12,17,12,No,,14,Webber,Valencia Street Circuit,+1 Lap
29,2008,12,12,11,No,,15,Piquet Jr.,Valencia Street Circuit,Finished
29,2008,12,18,13,No,,16,Button,Valencia Street Circuit,+1 Lap
29,2008,12,14,17,No,,17,Coulthard,Valencia Street Circuit,+1 Lap
29,2008,12,21,14,No,,18,Fisichella,Valencia Street Circuit,+1 Lap
29,2008,12,22,16,No,,19,Barrichello,Valencia Street Circuit,+1 Lap
29,2008,12,16,,No,,20,Sutil,Valencia Street Circuit,Accident
30,2008,13,1,3,No,Third,1,Hamilton,Circuit de Spa-Francorchamps,Finished
30,2008,13,13,1,Yes,First,2,Massa,Circuit de Spa-Francorchamps,Finished
30,2008,13,5,10,No,,3,Kovalainen,Circuit de Spa-Francorchamps,Gearbox
30,2008,13,8,18,No,,4,RÃ_ikkÃ¶nen,Circuit de Spa-Francorchamps,Spun off
30,2008,13,2,2,No,Second,5,Heidfeld,Circuit de Spa-Francorchamps,Finished
30,2008,13,4,4,No,,6,Alonso,Circuit de Spa-Francorchamps,Finished
30,2008,13,17,8,No,,7,Webber,Circuit de Spa-Francorchamps,Finished
30,2008,13,9,6,No,,8,Kubica,Circuit de Spa-Francorchamps,Finished
30,2008,13,7,7,No,,9,Bourdais,Circuit de Spa-Francorchamps,Finished
30,2008,13,20,5,No,,10,Vettel,Circuit de Spa-Francorchamps,Finished
30,2008,13,15,16,No,,11,Trulli,Circuit de Spa-Francorchamps,+1 Lap
30,2008,13,12,,No,,12,Piquet Jr.,Circuit de Spa-Francorchamps,Spun off
30,2008,13,10,9,No,,13,Glock,Circuit de Spa-Francorchamps,Finished
30,2008,13,14,11,No,,14,Coulthard,Circuit de Spa-Francorchamps,+1 Lap
30,2008,13,3,12,No,,15,Rosberg,Circuit de Spa-Francorchamps,+1 Lap
30,2008,13,22,,No,,16,Barrichello,Circuit de Spa-Francorchamps,Gearbox
30,2008,13,18,15,No,,17,Button,Circuit de Spa-Francorchamps,+1 Lap
30,2008,13,16,13,No,,18,Sutil,Circuit de Spa-Francorchamps,+1 Lap
30,2008,13,6,14,No,,19,Nakajima,Circuit de Spa-Francorchamps,+1 Lap
30,2008,13,21,17,No,,20,Fisichella,Circuit de Spa-Francorchamps,+1 Lap
31,2008,14,20,1,Yes,First,1,Vettel,Autodromo Nazionale di Monza,Finished
31,2008,14,5,2,No,Second,2,Kovalainen,Autodromo Nazionale di Monza,Finished
31,2008,14,17,8,No,,3,Webber,Autodromo Nazionale di Monza,Finished
31,2008,14,7,18,No,,4,Bourdais,Autodromo Nazionale di Monza,+1 Lap
31,2008,14,3,14,No,,5,Rosberg,Autodromo Nazionale di Monza,Finished
31,2008,14,13,6,No,,6,Massa,Autodromo Nazionale di Monza,Finished
31,2008,14,15,13,No,,7,Trulli,Autodromo Nazionale di Monza,Finished
31,2008,14,4,4,No,,8,Alonso,Autodromo Nazionale di Monza,Finished
31,2008,14,10,11,No,,9,Glock,Autodromo Nazionale di Monza,Finished
31,2008,14,2,5,No,,10,Heidfeld,Autodromo Nazionale di Monza,Finished
31,2008,14,9,3,No,Third,11,Kubica,Autodromo Nazionale di Monza,Finished
31,2008,14,21,,No,,12,Fisichella,Autodromo Nazionale di Monza,Accident
31,2008,14,14,16,No,,13,Coulthard,Autodromo Nazionale di Monza,+1 Lap
31,2008,14,8,9,No,,14,RÃ_ikkÃ¶nen,Autodromo Nazionale di Monza,Finished
31,2008,14,1,7,No,,15,Hamilton,Autodromo Nazionale di Monza,Finished
31,2008,14,22,17,No,,16,Barrichello,Autodromo Nazionale di Monza,+1 Lap
31,2008,14,12,10,No,,17,Piquet Jr.,Autodromo Nazionale di Monza,Finished
31,2008,14,6,12,No,,18,Nakajima,Autodromo Nazionale di Monza,Finished
31,2008,14,18,15,No,,19,Button,Autodromo Nazionale di Monza,Finished
31,2008,14,16,19,No,,20,Sutil,Autodromo Nazionale di Monza,+2 Laps
32,2008,15,13,13,No,,1,Massa,Marina Bay Street Circuit,Finished
32,2008,15,1,3,No,Third,2,Hamilton,Marina Bay Street Circuit,Finished
32,2008,15,8,15,No,,3,RÃ_ikkÃ¶nen,Marina Bay Street Circuit,Accident
32,2008,15,9,11,No,,4,Kubica,Marina Bay Street Circuit,Finished
32,2008,15,5,10,No,,5,Kovalainen,Marina Bay Street Circuit,Finished
32,2008,15,2,6,No,,6,Heidfeld,Marina Bay Street Circuit,Finished
32,2008,15,20,5,No,,7,Vettel,Marina Bay Street Circuit,Finished
32,2008,15,10,4,No,,8,Glock,Marina Bay Street Circuit,Finished
32,2008,15,3,2,No,Second,9,Rosberg,Marina Bay Street Circuit,Finished
32,2008,15,6,8,No,,10,Nakajima,Marina Bay Street Circuit,Finished
32,2008,15,15,,No,,11,Trulli,Marina Bay Street Circuit,Hydraulics
32,2008,15,18,9,No,,12,Button,Marina Bay Street Circuit,Finished
32,2008,15,17,,No,,13,Webber,Marina Bay Street Circuit,Transmission
32,2008,15,14,7,No,,14,Coulthard,Marina Bay Street Circuit,Finished
32,2008,15,4,1,Yes,First,15,Alonso,Marina Bay Street Circuit,Finished
32,2008,15,12,,No,,16,Piquet Jr.,Marina Bay Street Circuit,Accident
32,2008,15,7,12,No,,17,Bourdais,Marina Bay Street Circuit,Finished
32,2008,15,22,,No,,18,Barrichello,Marina Bay Street Circuit,Mechanical
32,2008,15,16,,No,,19,Sutil,Marina Bay Street Circuit,Accident
32,2008,15,21,14,No,,20,Fisichella,Marina Bay Street Circuit,Finished
33,2008,16,1,12,No,,1,Hamilton,Fuji Speedway,Finished
33,2008,16,8,3,No,Third,2,RÃ_ikkÃ¶nen,Fuji Speedway,Finished
33,2008,16,5,,No,,3,Kovalainen,Fuji Speedway,Engine
33,2008,16,4,1,Yes,First,4,Alonso,Fuji Speedway,Finished
33,2008,16,13,7,No,,5,Massa,Fuji Speedway,Finished
33,2008,16,9,2,No,Second,6,Kubica,Fuji Speedway,Finished
33,2008,16,15,5,No,,7,Trulli,Fuji Speedway,Finished
33,2008,16,10,,No,,8,Glock,Fuji Speedway,Driver Seat
33,2008,16,20,6,No,,9,Vettel,Fuji Speedway,Finished
33,2008,16,7,10,No,,10,Bourdais,Fuji Speedway,Finished
33,2008,16,14,,No,,11,Coulthard,Fuji Speedway,Collision
33,2008,16,12,4,No,,12,Piquet Jr.,Fuji Speedway,Finished
33,2008,16,17,8,No,,13,Webber,Fuji Speedway,Finished
33,2008,16,6,15,No,,14,Nakajima,Fuji Speedway,+1 Lap
33,2008,16,3,11,No,,15,Rosberg,Fuji Speedway,Finished
33,2008,16,2,9,No,,16,Heidfeld,Fuji Speedway,Finished
33,2008,16,22,13,No,,17,Barrichello,Fuji Speedway,+1 Lap
33,2008,16,18,14,No,,18,Button,Fuji Speedway,+1 Lap
33,2008,16,16,,No,,19,Sutil,Fuji Speedway,Tyre
33,2008,16,21,,No,,20,Fisichella,Fuji Speedway,Gearbox
34,2008,17,1,1,Yes,First,1,Hamilton,Shanghai International Circuit,Finished
34,2008,17,8,3,No,Third,2,RÃ_ikkÃ¶nen,Shanghai International Circuit,Finished
34,2008,17,13,2,No,Second,3,Massa,Shanghai International Circuit,Finished
34,2008,17,4,4,No,,4,Alonso,Shanghai International Circuit,Finished
34,2008,17,5,,No,,5,Kovalainen,Shanghai International Circuit,Hydraulics
34,2008,17,17,14,No,,6,Webber,Shanghai International Circuit,Finished
34,2008,17,2,5,No,,7,Heidfeld,Shanghai International Circuit,Finished
34,2008,17,20,9,No,,8,Vettel,Shanghai International Circuit,Finished
34,2008,17,15,,No,,9,Trulli,Shanghai International Circuit,Collision
34,2008,17,7,13,No,,10,Bourdais,Shanghai International Circuit,Finished
34,2008,17,12,8,No,,11,Piquet Jr.,Shanghai International Circuit,Finished
34,2008,17,9,6,No,,12,Kubica,Shanghai International Circuit,Finished
34,2008,17,10,7,No,,13,Glock,Shanghai International Circuit,Finished
34,2008,17,22,11,No,,14,Barrichello,Shanghai International Circuit,Finished
34,2008,17,3,15,No,,15,Rosberg,Shanghai International Circuit,+1 Lap
34,2008,17,14,10,No,,16,Coulthard,Shanghai International Circuit,Finished
34,2008,17,6,12,No,,17,Nakajima,Shanghai International Circuit,Finished
34,2008,17,18,16,No,,18,Button,Shanghai International Circuit,+1 Lap
34,2008,17,16,,No,,19,Sutil,Shanghai International Circuit,Engine
34,2008,17,21,17,No,,20,Fisichella,Shanghai International Circuit,+1 Lap
35,2008,18,13,1,Yes,First,1,Massa,AutÃ_dromo JosÃ© Carlos Pace,Finished
35,2008,18,15,8,No,,2,Trulli,AutÃ_dromo JosÃ© Carlos Pace,Finished
35,2008,18,8,3,No,Third,3,RÃ_ikkÃ¶nen,AutÃ_dromo JosÃ© Carlos Pace,Finished
35,2008,18,1,5,No,,4,Hamilton,AutÃ_dromo JosÃ© Carlos Pace,Finished
35,2008,18,5,7,No,,5,Kovalainen,AutÃ_dromo JosÃ© Carlos Pace,Finished
35,2008,18,4,2,No,Second,6,Alonso,AutÃ_dromo JosÃ© Carlos Pace,Finished
35,2008,18,20,4,No,,7,Vettel,AutÃ_dromo JosÃ© Carlos Pace,Finished
